submission_id,RT,age,comments,correctness,cue_category,cue_type,education,endTime,expected,experiment_id,gender,image_category,info,key_pressed,languages,picture,question,sound,startDate,startTime,timeSpent,trial_number,trial_type;
1974,566,22,,correct,bird,sound,Graduated High School/ Abitur,1595963463030,no match,162,female/ weiblich,motorcycle,sound_incorrect,n,deutsch,materials/images/motorcycle_big_1.jpg, ,materials/sounds/bird_sparrow.wav,Tue Jul 28 2020 20:50:24 GMT+0200 (Mitteleuropäische Sommerzeit),1595962224719,20.638516666666668,5,main;
1974,646,22,,correct,guitar,label,Graduated High School/ Abitur,1595963463030,match,162,female/ weiblich,guitar,label_correct,y,deutsch,materials/images/guitar_acoustic_1.jpg, ,materials/labels/guitar_male.wav,Tue Jul 28 2020 20:50:24 GMT+0200 (Mitteleuropäische Sommerzeit),1595962224719,20.638516666666668,6,main;
1974,661,22,,correct,phone,sound,Graduated High School/ Abitur,1595963463030,no match,162,female/ weiblich,motorcycle,sound_incorrect,n,deutsch,materials/images/motorcycle_small_2.jpg, ,materials/sounds/phone_rotary.wav,Tue Jul 28 2020 20:50:24 GMT+0200 (Mitteleuropäische Sommerzeit),1595962224719,20.638516666666668,7,main;
1974,972,22,,correct,dog,sound,Graduated High School/ Abitur,1595963463030,no match,162,female/ weiblich,bird,sound_incorrect,n,deutsch,materials/images/bird_owl_1.jpg, ,materials/sounds/dog_poodle.wav,Tue Jul 28 2020 20:50:24 GMT+0200 (Mitteleuropäische Sommerzeit),1595962224719,20.638516666666668,8,main;
1974,669,22,,correct,drum,sound,Graduated High School/ Abitur,1595963463030,match,162,female/ weiblich,drum,congruent,y,deutsch,materials/images/drum_bongo_1.jpg, ,materials/sounds/drum_bongo.wav,Tue Jul 28 2020 20:50:24 GMT+0200 (Mitteleuropäische Sommerzeit),1595962224719,20.638516666666668,9,main;
1974,516,22,,incorrect,motorcycle,label,Graduated High School/ Abitur,1595963463030,no match,162,female/ weiblich,bird,label_incorrect,y,deutsch,materials/images/bird_owl_2.jpg, ,materials/labels/motorcycle_female.wav,Tue Jul 28 2020 20:50:24 GMT+0200 (Mitteleuropäische Sommerzeit),1595962224719,20.638516666666668,10,main;
1974,932,22,,correct,drum,sound,Graduated High School/ Abitur,1595963463030,no match,162,female/ weiblich,guitar,sound_incorrect,n,deutsch,materials/images/guitar_acoustic_2.jpg, ,materials/sounds/drum_bongo.wav,Tue Jul 28 2020 20:50:24 GMT+0200 (Mitteleuropäische Sommerzeit),1595962224719,20.638516666666668,11,main;
1974,579,22,,correct,bird,label,Graduated High School/ Abitur,1595963463030,match,162,female/ weiblich,bird,label_correct,y,deutsch,materials/images/bird_sparrow_2.jpg, ,materials/labels/bird_male.wav,Tue Jul 28 2020 20:50:24 GMT+0200 (Mitteleuropäische Sommerzeit),1595962224719,20.638516666666668,12,main;
1974,579,22,,correct,motorcycle,sound,Graduated High School/ Abitur,1595963463030,no match,162,female/ weiblich,guitar,sound_incorrect,n,deutsch,materials/images/guitar_acoustic_1.jpg, ,materials/sounds/motorcycle_small.wav,Tue Jul 28 2020 20:50:24 GMT+0200 (Mitteleuropäische Sommerzeit),1595962224719,20.638516666666668,13,main;
1974,616,22,,correct,drum,label,Graduated High School/ Abitur,1595963463030,no match,162,female/ weiblich,phone,label_incorrect,n,deutsch,materials/images/phone_rotary_1.jpg, ,materials/labels/drum_female.wav,Tue Jul 28 2020 20:50:24 GMT+0200 (Mitteleuropäische Sommerzeit),1595962224719,20.638516666666668,14,main;
1974,531,22,,correct,phone,label,Graduated High School/ Abitur,1595963463030,match,162,female/ weiblich,phone,label_correct,y,deutsch,materials/images/phone_rotary_2.jpg, ,materials/labels/phone_female.wav,Tue Jul 28 2020 20:50:24 GMT+0200 (Mitteleuropäische Sommerzeit),1595962224719,20.638516666666668,15,main;
1974,557,22,,correct,bird,sound,Graduated High School/ Abitur,1595963463030,no match,162,female/ weiblich,motorcycle,sound_incorrect,n,deutsch,materials/images/motorcycle_big_2.jpg, ,materials/sounds/bird_sparrow.wav,Tue Jul 28 2020 20:50:24 GMT+0200 (Mitteleuropäische Sommerzeit),1595962224719,20.638516666666668,16,main;
1974,809,22,,correct,motorcycle,sound,Graduated High School/ Abitur,1595963463030,no match,162,female/ weiblich,guitar,sound_incorrect,n,deutsch,materials/images/guitar_acoustic_2.jpg, ,materials/sounds/motorcycle_big.wav,Tue Jul 28 2020 20:50:24 GMT+0200 (Mitteleuropäische Sommerzeit),1595962224719,20.638516666666668,17,main;
1974,623,22,,correct,phone,label,Graduated High School/ Abitur,1595963463030,match,162,female/ weiblich,phone,label_correct,y,deutsch,materials/images/phone_cell_2.jpg, ,materials/labels/phone_female.wav,Tue Jul 28 2020 20:50:24 GMT+0200 (Mitteleuropäische Sommerzeit),1595962224719,20.638516666666668,18,main;
1974,902,22,,correct,drum,sound,Graduated High School/ Abitur,1595963463030,no match,162,female/ weiblich,bird,sound_incorrect,n,deutsch,materials/images/bird_sparrow_2.jpg, ,materials/sounds/drum_kit.wav,Tue Jul 28 2020 20:50:24 GMT+0200 (Mitteleuropäische Sommerzeit),1595962224719,20.638516666666668,19,main;
1974,560,22,,correct,drum,label,Graduated High School/ Abitur,1595963463030,no match,162,female/ weiblich,bird,label_incorrect,n,deutsch,materials/images/bird_sparrow_1.jpg, ,materials/labels/drum_male.wav,Tue Jul 28 2020 20:50:24 GMT+0200 (Mitteleuropäische Sommerzeit),1595962224719,20.638516666666668,20,main;
1974,595,22,,correct,motorcycle,label,Graduated High School/ Abitur,1595963463030,no match,162,female/ weiblich,drum,label_incorrect,n,deutsch,materials/images/drum_kit_2.jpg, ,materials/labels/motorcycle_male.wav,Tue Jul 28 2020 20:50:24 GMT+0200 (Mitteleuropäische Sommerzeit),1595962224719,20.638516666666668,21,main;
1974,583,22,,correct,phone,label,Graduated High School/ Abitur,1595963463030,match,162,female/ weiblich,phone,label_correct,y,deutsch,materials/images/phone_cell_2.jpg, ,materials/labels/phone_male.wav,Tue Jul 28 2020 20:50:24 GMT+0200 (Mitteleuropäische Sommerzeit),1595962224719,20.638516666666668,22,main;
1974,515,22,,correct,bird,label,Graduated High School/ Abitur,1595963463030,no match,162,female/ weiblich,drum,label_incorrect,n,deutsch,materials/images/drum_bongo_2.jpg, ,materials/labels/bird_female.wav,Tue Jul 28 2020 20:50:24 GMT+0200 (Mitteleuropäische Sommerzeit),1595962224719,20.638516666666668,23,main;
1974,476,22,,correct,bird,sound,Graduated High School/ Abitur,1595963463030,no match,162,female/ weiblich,drum,sound_incorrect,n,deutsch,materials/images/drum_bongo_2.jpg, ,materials/sounds/bird_sparrow.wav,Tue Jul 28 2020 20:50:24 GMT+0200 (Mitteleuropäische Sommerzeit),1595962224719,20.638516666666668,24,main;
1974,516,22,,correct,drum,label,Graduated High School/ Abitur,1595963463030,no match,162,female/ weiblich,dog,label_incorrect,n,deutsch,materials/images/dog_labmix_1.jpg, ,materials/labels/drum_female.wav,Tue Jul 28 2020 20:50:24 GMT+0200 (Mitteleuropäische Sommerzeit),1595962224719,20.638516666666668,25,main;
1974,495,22,,correct,drum,sound,Graduated High School/ Abitur,1595963463030,no match,162,female/ weiblich,phone,sound_incorrect,n,deutsch,materials/images/phone_rotary_2.jpg, ,materials/sounds/drum_kit.wav,Tue Jul 28 2020 20:50:24 GMT+0200 (Mitteleuropäische Sommerzeit),1595962224719,20.638516666666668,26,main;
1974,479,22,,correct,motorcycle,sound,Graduated High School/ Abitur,1595963463030,no match,162,female/ weiblich,dog,sound_incorrect,n,deutsch,materials/images/dog_labmix_1.jpg, ,materials/sounds/motorcycle_small.wav,Tue Jul 28 2020 20:50:24 GMT+0200 (Mitteleuropäische Sommerzeit),1595962224719,20.638516666666668,27,main;
1974,584,22,,correct,guitar,sound,Graduated High School/ Abitur,1595963463030,match,162,female/ weiblich,guitar,incongruent,y,deutsch,materials/images/guitar_electric_1.jpg, ,materials/sounds/guitar_acoustic.wav,Tue Jul 28 2020 20:50:24 GMT+0200 (Mitteleuropäische Sommerzeit),1595962224719,20.638516666666668,28,main;
1974,464,22,,incorrect,bird,sound,Graduated High School/ Abitur,1595963463030,match,162,female/ weiblich,bird,incongruent,n,deutsch,materials/images/bird_owl_2.jpg, ,materials/sounds/bird_sparrow.wav,Tue Jul 28 2020 20:50:24 GMT+0200 (Mitteleuropäische Sommerzeit),1595962224719,20.638516666666668,29,main;
1974,510,22,,correct,drum,label,Graduated High School/ Abitur,1595963463030,match,162,female/ weiblich,drum,label_correct,y,deutsch,materials/images/drum_bongo_2.jpg, ,materials/labels/drum_male.wav,Tue Jul 28 2020 20:50:24 GMT+0200 (Mitteleuropäische Sommerzeit),1595962224719,20.638516666666668,30,main;
1974,515,22,,correct,bird,label,Graduated High School/ Abitur,1595963463030,match,162,female/ weiblich,bird,label_correct,y,deutsch,materials/images/bird_owl_1.jpg, ,materials/labels/bird_male.wav,Tue Jul 28 2020 20:50:24 GMT+0200 (Mitteleuropäische Sommerzeit),1595962224719,20.638516666666668,31,main;
1974,726,22,,correct,motorcycle,label,Graduated High School/ Abitur,1595963463030,no match,162,female/ weiblich,phone,label_incorrect,n,deutsch,materials/images/phone_cell_2.jpg, ,materials/labels/motorcycle_female.wav,Tue Jul 28 2020 20:50:24 GMT+0200 (Mitteleuropäische Sommerzeit),1595962224719,20.638516666666668,32,main;
1974,838,22,,correct,motorcycle,sound,Graduated High School/ Abitur,1595963463030,no match,162,female/ weiblich,phone,sound_incorrect,n,deutsch,materials/images/phone_cell_2.jpg, ,materials/sounds/motorcycle_big.wav,Tue Jul 28 2020 20:50:24 GMT+0200 (Mitteleuropäische Sommerzeit),1595962224719,20.638516666666668,33,main;
1974,608,22,,correct,drum,label,Graduated High School/ Abitur,1595963463030,match,162,female/ weiblich,drum,label_correct,y,deutsch,materials/images/drum_kit_1.jpg, ,materials/labels/drum_male.wav,Tue Jul 28 2020 20:50:24 GMT+0200 (Mitteleuropäische Sommerzeit),1595962224719,20.638516666666668,34,main;
1974,520,22,,correct,bird,sound,Graduated High School/ Abitur,1595963463030,no match,162,female/ weiblich,phone,sound_incorrect,n,deutsch,materials/images/phone_rotary_1.jpg, ,materials/sounds/bird_sparrow.wav,Tue Jul 28 2020 20:50:24 GMT+0200 (Mitteleuropäische Sommerzeit),1595962224719,20.638516666666668,35,main;
1974,662,22,,correct,drum,label,Graduated High School/ Abitur,1595963463030,no match,162,female/ weiblich,phone,label_incorrect,n,deutsch,materials/images/phone_cell_1.jpg, ,materials/labels/drum_male.wav,Tue Jul 28 2020 20:50:24 GMT+0200 (Mitteleuropäische Sommerzeit),1595962224719,20.638516666666668,36,main;
1974,731,22,,correct,phone,sound,Graduated High School/ Abitur,1595963463030,match,162,female/ weiblich,phone,incongruent,y,deutsch,materials/images/phone_cell_1.jpg, ,materials/sounds/phone_rotary.wav,Tue Jul 28 2020 20:50:24 GMT+0200 (Mitteleuropäische Sommerzeit),1595962224719,20.638516666666668,37,main;
1974,604,22,,correct,motorcycle,label,Graduated High School/ Abitur,1595963463030,no match,162,female/ weiblich,phone,label_incorrect,n,deutsch,materials/images/phone_cell_1.jpg, ,materials/labels/motorcycle_male.wav,Tue Jul 28 2020 20:50:24 GMT+0200 (Mitteleuropäische Sommerzeit),1595962224719,20.638516666666668,38,main;
1974,509,22,,correct,bird,label,Graduated High School/ Abitur,1595963463030,match,162,female/ weiblich,bird,label_correct,y,deutsch,materials/images/bird_sparrow_1.jpg, ,materials/labels/bird_female.wav,Tue Jul 28 2020 20:50:24 GMT+0200 (Mitteleuropäische Sommerzeit),1595962224719,20.638516666666668,39,main;
1974,593,22,,correct,guitar,sound,Graduated High School/ Abitur,1595963463030,match,162,female/ weiblich,guitar,congruent,y,deutsch,materials/images/guitar_electric_2.jpg, ,materials/sounds/guitar_electric.wav,Tue Jul 28 2020 20:50:24 GMT+0200 (Mitteleuropäische Sommerzeit),1595962224719,20.638516666666668,40,main;
1974,601,22,,correct,guitar,sound,Graduated High School/ Abitur,1595963463030,match,162,female/ weiblich,guitar,incongruent,y,deutsch,materials/images/guitar_acoustic_1.jpg, ,materials/sounds/guitar_electric.wav,Tue Jul 28 2020 20:50:24 GMT+0200 (Mitteleuropäische Sommerzeit),1595962224719,20.638516666666668,41,main;
1974,493,22,,correct,motorcycle,label,Graduated High School/ Abitur,1595963463030,no match,162,female/ weiblich,bird,label_incorrect,n,deutsch,materials/images/bird_owl_2.jpg, ,materials/labels/motorcycle_male.wav,Tue Jul 28 2020 20:50:24 GMT+0200 (Mitteleuropäische Sommerzeit),1595962224719,20.638516666666668,42,main;
1974,614,22,,correct,motorcycle,label,Graduated High School/ Abitur,1595963463030,no match,162,female/ weiblich,dog,label_incorrect,n,deutsch,materials/images/dog_poodle_2.jpg, ,materials/labels/motorcycle_female.wav,Tue Jul 28 2020 20:50:24 GMT+0200 (Mitteleuropäische Sommerzeit),1595962224719,20.638516666666668,43,main;
1974,568,22,,correct,phone,sound,Graduated High School/ Abitur,1595963463030,match,162,female/ weiblich,phone,incongruent,y,deutsch,materials/images/phone_rotary_2.jpg, ,materials/sounds/phone_cell.wav,Tue Jul 28 2020 20:50:24 GMT+0200 (Mitteleuropäische Sommerzeit),1595962224719,20.638516666666668,44,main;
1974,634,22,,correct,drum,sound,Graduated High School/ Abitur,1595963463030,no match,162,female/ weiblich,guitar,sound_incorrect,n,deutsch,materials/images/guitar_acoustic_2.jpg, ,materials/sounds/drum_kit.wav,Tue Jul 28 2020 20:50:24 GMT+0200 (Mitteleuropäische Sommerzeit),1595962224719,20.638516666666668,45,main;
1974,577,22,,correct,bird,label,Graduated High School/ Abitur,1595963463030,no match,162,female/ weiblich,dog,label_incorrect,n,deutsch,materials/images/dog_labmix_2.jpg, ,materials/labels/bird_male.wav,Tue Jul 28 2020 20:50:24 GMT+0200 (Mitteleuropäische Sommerzeit),1595962224719,20.638516666666668,46,main;
1974,517,22,,correct,bird,sound,Graduated High School/ Abitur,1595963463030,no match,162,female/ weiblich,dog,sound_incorrect,n,deutsch,materials/images/dog_labmix_2.jpg, ,materials/sounds/bird_owl.wav,Tue Jul 28 2020 20:50:24 GMT+0200 (Mitteleuropäische Sommerzeit),1595962224719,20.638516666666668,47,main;
1974,521,22,,correct,dog,sound,Graduated High School/ Abitur,1595963463030,match,162,female/ weiblich,dog,congruent,y,deutsch,materials/images/dog_labmix_2.jpg, ,materials/sounds/dog_labmix.wav,Tue Jul 28 2020 20:50:24 GMT+0200 (Mitteleuropäische Sommerzeit),1595962224719,20.638516666666668,48,main;
1974,1182,22,,correct,drum,sound,Graduated High School/ Abitur,1595963463030,no match,162,female/ weiblich,guitar,sound_incorrect,n,deutsch,materials/images/guitar_electric_2.jpg, ,materials/sounds/drum_kit.wav,Tue Jul 28 2020 20:50:24 GMT+0200 (Mitteleuropäische Sommerzeit),1595962224719,20.638516666666668,49,main;
1974,802,22,,correct,motorcycle,sound,Graduated High School/ Abitur,1595963463030,no match,162,female/ weiblich,phone,sound_incorrect,n,deutsch,materials/images/phone_rotary_2.jpg, ,materials/sounds/motorcycle_small.wav,Tue Jul 28 2020 20:50:24 GMT+0200 (Mitteleuropäische Sommerzeit),1595962224719,20.638516666666668,50,main;
1974,499,22,,correct,guitar,label,Graduated High School/ Abitur,1595963463030,match,162,female/ weiblich,guitar,label_correct,y,deutsch,materials/images/guitar_electric_1.jpg, ,materials/labels/guitar_female.wav,Tue Jul 28 2020 20:50:24 GMT+0200 (Mitteleuropäische Sommerzeit),1595962224719,20.638516666666668,51,main;
1974,517,22,,correct,bird,sound,Graduated High School/ Abitur,1595963463030,no match,162,female/ weiblich,motorcycle,sound_incorrect,n,deutsch,materials/images/motorcycle_big_1.jpg, ,materials/sounds/bird_owl.wav,Tue Jul 28 2020 20:50:24 GMT+0200 (Mitteleuropäische Sommerzeit),1595962224719,20.638516666666668,52,main;
1974,444,22,,correct,motorcycle,sound,Graduated High School/ Abitur,1595963463030,match,162,female/ weiblich,motorcycle,congruent,y,deutsch,materials/images/motorcycle_big_1.jpg, ,materials/sounds/motorcycle_big.wav,Tue Jul 28 2020 20:50:24 GMT+0200 (Mitteleuropäische Sommerzeit),1595962224719,20.638516666666668,53,main;
1974,428,22,,correct,motorcycle,label,Graduated High School/ Abitur,1595963463030,match,162,female/ weiblich,motorcycle,label_correct,y,deutsch,materials/images/motorcycle_big_1.jpg, ,materials/labels/motorcycle_male.wav,Tue Jul 28 2020 20:50:24 GMT+0200 (Mitteleuropäische Sommerzeit),1595962224719,20.638516666666668,54,main;
1974,547,22,,correct,guitar,label,Graduated High School/ Abitur,1595963463030,match,162,female/ weiblich,guitar,label_correct,y,deutsch,materials/images/guitar_acoustic_1.jpg, ,materials/labels/guitar_female.wav,Tue Jul 28 2020 20:50:24 GMT+0200 (Mitteleuropäische Sommerzeit),1595962224719,20.638516666666668,55,main;
1974,443,22,,incorrect,drum,label,Graduated High School/ Abitur,1595963463030,match,162,female/ weiblich,drum,label_correct,n,deutsch,materials/images/drum_bongo_2.jpg, ,materials/labels/drum_female.wav,Tue Jul 28 2020 20:50:24 GMT+0200 (Mitteleuropäische Sommerzeit),1595962224719,20.638516666666668,56,main;
1974,630,22,,correct,bird,label,Graduated High School/ Abitur,1595963463030,match,162,female/ weiblich,bird,label_correct,y,deutsch,materials/images/bird_sparrow_2.jpg, ,materials/labels/bird_female.wav,Tue Jul 28 2020 20:50:24 GMT+0200 (Mitteleuropäische Sommerzeit),1595962224719,20.638516666666668,57,main;
1974,725,22,,correct,motorcycle,label,Graduated High School/ Abitur,1595963463030,no match,162,female/ weiblich,drum,label_incorrect,n,deutsch,materials/images/drum_kit_2.jpg, ,materials/labels/motorcycle_female.wav,Tue Jul 28 2020 20:50:24 GMT+0200 (Mitteleuropäische Sommerzeit),1595962224719,20.638516666666668,58,main;
1974,560,22,,correct,bird,label,Graduated High School/ Abitur,1595963463030,no match,162,female/ weiblich,motorcycle,label_incorrect,n,deutsch,materials/images/motorcycle_small_1.jpg, ,materials/labels/bird_female.wav,Tue Jul 28 2020 20:50:24 GMT+0200 (Mitteleuropäische Sommerzeit),1595962224719,20.638516666666668,59,main;
1974,1326,22,,correct,drum,sound,Graduated High School/ Abitur,1595963463030,match,162,female/ weiblich,drum,incongruent,y,deutsch,materials/images/drum_bongo_2.jpg, ,materials/sounds/drum_kit.wav,Tue Jul 28 2020 20:50:24 GMT+0200 (Mitteleuropäische Sommerzeit),1595962224719,20.638516666666668,60,main;
1974,441,22,,correct,dog,sound,Graduated High School/ Abitur,1595963463030,match,162,female/ weiblich,dog,congruent,y,deutsch,materials/images/dog_poodle_2.jpg, ,materials/sounds/dog_poodle.wav,Tue Jul 28 2020 20:50:24 GMT+0200 (Mitteleuropäische Sommerzeit),1595962224719,20.638516666666668,61,main;
1974,459,22,,correct,bird,label,Graduated High School/ Abitur,1595963463030,no match,162,female/ weiblich,guitar,label_incorrect,n,deutsch,materials/images/guitar_electric_2.jpg, ,materials/labels/bird_male.wav,Tue Jul 28 2020 20:50:24 GMT+0200 (Mitteleuropäische Sommerzeit),1595962224719,20.638516666666668,62,main;
1974,764,22,,correct,drum,sound,Graduated High School/ Abitur,1595963463030,match,162,female/ weiblich,drum,incongruent,y,deutsch,materials/images/drum_kit_1.jpg, ,materials/sounds/drum_bongo.wav,Tue Jul 28 2020 20:50:24 GMT+0200 (Mitteleuropäische Sommerzeit),1595962224719,20.638516666666668,63,main;
1974,601,22,,correct,bird,sound,Graduated High School/ Abitur,1595963463030,match,162,female/ weiblich,bird,incongruent,y,deutsch,materials/images/bird_sparrow_1.jpg, ,materials/sounds/bird_owl.wav,Tue Jul 28 2020 20:50:24 GMT+0200 (Mitteleuropäische Sommerzeit),1595962224719,20.638516666666668,64,main;
1974,726,22,,correct,motorcycle,label,Graduated High School/ Abitur,1595963463030,no match,162,female/ weiblich,bird,label_incorrect,n,deutsch,materials/images/bird_sparrow_2.jpg, ,materials/labels/motorcycle_female.wav,Tue Jul 28 2020 20:50:24 GMT+0200 (Mitteleuropäische Sommerzeit),1595962224719,20.638516666666668,65,main;
1974,682,22,,correct,drum,label,Graduated High School/ Abitur,1595963463030,no match,162,female/ weiblich,motorcycle,label_incorrect,n,deutsch,materials/images/motorcycle_small_1.jpg, ,materials/labels/drum_male.wav,Tue Jul 28 2020 20:50:24 GMT+0200 (Mitteleuropäische Sommerzeit),1595962224719,20.638516666666668,66,main;
1974,446,22,,correct,phone,sound,Graduated High School/ Abitur,1595963463030,match,162,female/ weiblich,phone,congruent,y,deutsch,materials/images/phone_cell_2.jpg, ,materials/sounds/phone_cell.wav,Tue Jul 28 2020 20:50:24 GMT+0200 (Mitteleuropäische Sommerzeit),1595962224719,20.638516666666668,67,main;
1974,479,22,,correct,bird,label,Graduated High School/ Abitur,1595963463030,match,162,female/ weiblich,bird,label_correct,y,deutsch,materials/images/bird_sparrow_1.jpg, ,materials/labels/bird_male.wav,Tue Jul 28 2020 20:50:24 GMT+0200 (Mitteleuropäische Sommerzeit),1595962224719,20.638516666666668,68,main;
1974,612,22,,correct,drum,label,Graduated High School/ Abitur,1595963463030,no match,162,female/ weiblich,motorcycle,label_incorrect,n,deutsch,materials/images/motorcycle_small_2.jpg, ,materials/labels/drum_female.wav,Tue Jul 28 2020 20:50:24 GMT+0200 (Mitteleuropäische Sommerzeit),1595962224719,20.638516666666668,69,main;
1974,525,22,,correct,motorcycle,sound,Graduated High School/ Abitur,1595963463030,no match,162,female/ weiblich,phone,sound_incorrect,n,deutsch,materials/images/phone_cell_2.jpg, ,materials/sounds/motorcycle_small.wav,Tue Jul 28 2020 20:50:24 GMT+0200 (Mitteleuropäische Sommerzeit),1595962224719,20.638516666666668,70,main;
1974,514,22,,correct,dog,label,Graduated High School/ Abitur,1595963463030,match,162,female/ weiblich,dog,label_correct,y,deutsch,materials/images/dog_poodle_1.jpg, ,materials/labels/dog_male.wav,Tue Jul 28 2020 20:50:24 GMT+0200 (Mitteleuropäische Sommerzeit),1595962224719,20.638516666666668,71,main;
1974,523,22,,correct,dog,label,Graduated High School/ Abitur,1595963463030,match,162,female/ weiblich,dog,label_correct,y,deutsch,materials/images/dog_labmix_1.jpg, ,materials/labels/dog_male.wav,Tue Jul 28 2020 20:50:24 GMT+0200 (Mitteleuropäische Sommerzeit),1595962224719,20.638516666666668,72,main;
1974,775,22,,correct,bird,label,Graduated High School/ Abitur,1595963463030,no match,162,female/ weiblich,dog,label_incorrect,n,deutsch,materials/images/dog_poodle_1.jpg, ,materials/labels/bird_female.wav,Tue Jul 28 2020 20:50:24 GMT+0200 (Mitteleuropäische Sommerzeit),1595962224719,20.638516666666668,73,main;
1974,532,22,,correct,motorcycle,label,Graduated High School/ Abitur,1595963463030,no match,162,female/ weiblich,phone,label_incorrect,n,deutsch,materials/images/phone_cell_1.jpg, ,materials/labels/motorcycle_female.wav,Tue Jul 28 2020 20:50:24 GMT+0200 (Mitteleuropäische Sommerzeit),1595962224719,20.638516666666668,74,main;
1974,511,22,,correct,dog,label,Graduated High School/ Abitur,1595963463030,match,162,female/ weiblich,dog,label_correct,y,deutsch,materials/images/dog_poodle_2.jpg, ,materials/labels/dog_female.wav,Tue Jul 28 2020 20:50:24 GMT+0200 (Mitteleuropäische Sommerzeit),1595962224719,20.638516666666668,75,main;
1974,527,22,,correct,drum,label,Graduated High School/ Abitur,1595963463030,no match,162,female/ weiblich,phone,label_incorrect,n,deutsch,materials/images/phone_cell_2.jpg, ,materials/labels/drum_female.wav,Tue Jul 28 2020 20:50:24 GMT+0200 (Mitteleuropäische Sommerzeit),1595962224719,20.638516666666668,76,main;
1974,505,22,,correct,guitar,sound,Graduated High School/ Abitur,1595963463030,match,162,female/ weiblich,guitar,incongruent,y,deutsch,materials/images/guitar_acoustic_2.jpg, ,materials/sounds/guitar_electric.wav,Tue Jul 28 2020 20:50:24 GMT+0200 (Mitteleuropäische Sommerzeit),1595962224719,20.638516666666668,77,main;
1974,485,22,,correct,motorcycle,sound,Graduated High School/ Abitur,1595963463030,match,162,female/ weiblich,motorcycle,incongruent,y,deutsch,materials/images/motorcycle_small_2.jpg, ,materials/sounds/motorcycle_big.wav,Tue Jul 28 2020 20:50:24 GMT+0200 (Mitteleuropäische Sommerzeit),1595962224719,20.638516666666668,78,main;
